Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
ResUNet++_FocalTversky_MixStyle_Fourier,0.8982850000971839,0.8191975440297808,0.689558377175739,0.6102900739023952,0.6342417035175829,0.5693081614290535
