Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
ResUNet++_BCE_Dice_MixStyle,0.9058549063546317,0.832774247441973,0.6985291529667417,0.6269259608994042,0.6305533306862047,0.5580654916503794
