Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
Exp7_EffB4_352,0.9279,0.8698,0.7804784218982891,0.7077665575378648,0.7866634008075509,0.7129164495201287
