Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
Best_Model_TTA,0.890832903839293,0.8073788938068208,0.6897868609251945,0.6215505152588441,0.6688500481363082,0.604405188153745
