Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
Baseline_UNet_BCE_Dice,0.8731959802763802,0.7796125610669454,0.5922640516263383,0.5214421505898874,0.5316439809144607,0.46448606425630196
