Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
ResUNet++_FocalTversky,0.8979553126153492,0.8195955668176923,0.7046877792901605,0.632386143465747,0.6475014557339707,0.5841032849168595
