Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
ResUNet++_BCE_Dice,0.9090819443975177,0.8376568413916088,0.7179821044047314,0.6466180102119994,0.6907454895851088,0.613538773612794
