Experiment,ID_Dice,ID_IoU,ColonDB_Dice,ColonDB_IoU,ETIS_Dice,ETIS_IoU
Full_Combined_HighPerf,0.9124611445835659,0.8440623425302052,0.7576514395374321,0.6844558084316974,0.6873373161925345,0.613509414503731
